Table  Time-based BUFR (0309052) at 100 hPa
                  BUFR Data                     
TIME    PRES.   HGT/MSL  TEMP.   RH     DEWP   W.D    W.S     8042      
 230   879.0    1249     18.5     92     17.3    357    1.7        0
 235   876.3    1276     18.4     93     17.3    359    1.7        0
 240   873.8    1300     18.3     93     17.2    001    1.6        0
 245   871.3    1324     18.4     94     17.3    004    1.6     2048
 250   868.4    1352     18.0     94     17.0    007    1.6        0
 255   865.6    1384     17.9     94     16.9    011    1.6        0
 260   862.7    1407     17.7     94     16.8    015    1.6        0
 261   861.8    1416     17.9     94     17.0    016    1.6     4096
 265   859.4    1443     17.7     94     16.7    018    1.6        0
 270   855.6    1481     17.6     94     16.6    019    1.5        0
 275   852.5    1513     17.5     94     16.5    019    1.4        0
 279   850.0    1537     17.4     94     16.3    019    1.3    65536
 280   849.4    1544     17.3     94     16.3    020    1.3        0
 285   846.1    1576     17.1     93     16.1    020    1.2        0
 290   842.9    1610     17.0     93     15.9    015    1.0        0
 295   839.9    1641     16.9     93     15.8    008    0.8        0
 300   837.1    1669     16.9     93     15.7    355    0.6        0
 305   834.2    1698     17.0     93     15.8    333    0.5     2048
 310   831.5    1726     16.8     92     15.6    268    0.7        0
 315   829.1    1751     16.7     92     15.4    231    1.0        0
 320   826.9    1774     16.7     91     15.2    219    1.3        0
 325   824.7    1796     16.8     91     15.2    214    1.6     2048
 330   822.6    1818     16.5     90     14.8    222    1.6        0
 335   820.0    1844     16.4     88     14.5    229    1.7        0
 340   817.2    1875     16.4     87     14.2    235    1.8        0
 345   814.2    1907     16.4     85     13.8    241    1.9        0
 350   811.5    1936     16.4     83     13.5    255    2.3        0
 355   809.2    1958     16.5     80     13.1    266    2.6        0
 360   807.2    1980     16.4     79     12.8    275    3.0        0
 365   805.1    2003     16.6     77     12.6    280    3.4     2048
 370   802.9    2024     16.3     76     12.1    279    3.3        0
 375   800.7    2048     16.1     75     11.8    277    3.2        0
 380   798.3    2075     15.9     74     11.4    276    3.1        0
 385   795.9    2100     16.0     73     11.3    274    3.0     2048
 390   793.5    2125     15.7     72     10.7    273    3.2        0
 395   791.0    2152     15.6     71     10.4    272    3.3        0
 400   788.6    2178     15.4     70     10.1    271    3.5        0
 405   786.3    2203     15.3     69      9.8    271    3.7        0
 410   784.1    2227     15.2     69      9.6    266    3.9        0
 415   782.0    2250     15.0     69      9.5    261    4.1        0
 420   779.8    2273     14.9     70      9.4    257    4.3        0
 425   777.4    2299     15.0     70      9.6    254    4.6     2048
 430   775.1    2325     14.6     70      9.2    257    4.6        0
 435   772.8    2349     14.4     70      9.1    261    4.7        0
 440   770.5    2376     14.3     70      8.9    264    4.8        0
 445   768.1    2401     14.1     70      8.8    268    4.9        0
 450   765.9    2426     14.0     69      8.6    268    5.1        0
 455   763.2    2455     13.9     69      8.4    269    5.2        0
 460   760.8    2484     13.8     69      8.3    269    5.4        0
 465   758.5    2508     13.7     69      8.2    270    5.5        0
 470   756.4    2532     13.6     69      8.1    270    5.4        0
 475   754.4    2554     13.4     69      8.0    270    5.3        0
 480   752.5    2575     13.3     70      7.9    270    5.2        0
 485   750.7    2596     13.1     70      7.8    271    5.1        0
 490   748.9    2615     13.0     70      7.7    272    5.1        0
 495   746.9    2636     12.8     70      7.6    274    5.2        0
 500   744.7    2663     12.6     71      7.5    276    5.2        0
 505   742.5    2688     12.7     71      7.6    278    5.2     2048
 510   740.4    2712     12.3     71      7.3    278    5.1        0
 515   738.2    2736     12.2     71      7.2    278    4.9        0
 520   736.0    2763     12.1     71      7.1    278    4.7        0
 525   733.9    2786     12.1     70      6.9    278    4.5        0
 530   731.9    2809     12.0     70      6.7    278    4.4        0
 535   729.9    2832     11.9     69      6.5    278    4.3        0
 540   727.9    2855     11.7     69      6.2    277    4.2        0
 545   725.8    2879     11.6     68      6.0    277    4.1        0
 550   723.7    2904     11.4     69      5.9    277    4.0        0
 555   721.5    2929     11.2     69      5.8    276    4.0        0
 560   719.3    2955     11.0     70      5.8    275    3.9        0
 565   717.1    2980     10.8     71      5.7    275    3.8        0
 570   714.8    3007     10.6     71      5.6    270    3.7        0
 575   712.4    3035     10.4     70      5.3    265    3.5        0
 580   709.9    3064     10.3     69      5.0    259    3.4        0
 585   707.6    3091     10.1     69      4.7    254    3.3        0
 590   705.4    3117     10.1     68      4.5    254    3.4        0
 595   703.3    3142     10.0     68      4.3    255    3.6        0
 596   703.1    3145     10.2     68      4.6    255    3.6     4096
 600   701.3    3166      9.8     69      4.4    255    3.8        0
 603   700.0    3180      9.7     70      4.5    256    3.9    65536
 605   699.1    3192      9.6     70      4.5    256    4.0        0
 610   696.9    3218      9.5     72      4.6    253    4.0        0
 615   694.6    3246      9.2     73      4.6    251    3.9        0
 620   692.3    3274      9.0     74      4.6    249    3.9        0
 625   690.2    3299      8.7     75      4.6    246    3.9        0
 630   688.2    3322      8.5     76      4.5    247    4.1        0
 635   686.1    3347      8.3     77      4.5    247    4.3        0
 640   684.1    3371      8.1     78      4.4    248    4.4        0
 645   682.1    3396      7.9     78      4.3    248    4.6        0
 650   680.1    3420      7.6     79      4.2    249    4.7        0
 655   678.0    3445      7.4     79      4.1    250    4.8        0
 660   675.8    3473      7.2     80      3.9    251    4.9        0
 665   673.5    3502      7.0     80      3.7    252    5.0        0
 670   671.4    3526      6.7     80      3.5    249    5.3        0
 675   669.1    3555      6.5     80      3.4    245    5.6        0
 680   666.7    3584      6.3     80      3.2    242    5.9        0
 685   664.4    3613      6.1     80      3.0    240    6.2        0
 690   662.3    3639      5.9     80      2.8    237    6.7        0
 695   660.5    3661      5.8     80      2.6    235    7.2        0
 700   658.5    3685      5.7     79      2.4    232    7.7        0
 705   656.6    3711      5.6     79      2.2    231    8.2        0
 710   654.6    3735      5.6     79      2.2    231    8.1        0
 715   652.7    3758      5.5     78      2.1    231    8.0        0
 720   650.7    3784      5.4     78      1.9    231    8.0        0
 725   648.7    3809      5.2     79      1.8    231    7.9        0
 730   646.4    3837      4.9     79      1.6    230    7.6        0
 735   644.2    3867      4.7     79      1.4    230    7.4        0
 740   642.0    3894      4.5     79      1.2    229    7.1        0
 745   640.1    3918      4.3     79      1.1    228    6.8        0
 750   638.4    3940      4.2     79      0.9    228    7.1        0
 755   636.7    3962      4.1     79      0.7    229    7.3        0
 760   634.9    3984      3.9     79      0.6    229    7.6        0
 765   633.1    4009      3.7     79      0.4    229    7.8        0
 770   631.3    4031      3.5     79      0.3    228    7.9        0
 775   629.5    4054      3.4     79      0.2    227    8.0        0
 780   627.6    4079      3.2     80      0.0    226    8.1        0
 785   625.2    4109      3.0     80     -0.1    225    8.1        0
 790   623.2    4137      2.9     80     -0.1    223    8.1        0
 795   621.4    4160      2.8     81     -0.2    221    8.1        0
 800   619.6    4183      2.6     81     -0.2    219    8.1        0
 804   618.3    4200      2.8     82      0.1    217    8.1     2048
 805   617.8    4207      2.5     82     -0.3    217    8.1        0
 810   616.0    4230      2.6     83      0.0    217    8.0     4096
 815   614.1    4256      2.2     82     -0.5    217    7.9        0
 820   612.3    4279      2.1     82     -0.6    217    7.8        0
 825   610.5    4303      2.1     82     -0.8    217    7.6        0
 830   608.6    4328      2.0     81     -1.0    218    7.9        0
 835   606.7    4353      1.9     80     -1.2    218    8.2        0
 840   605.0    4376      1.8     79     -1.4    219    8.5        0
 845   603.3    4398      1.7     78     -1.7    219    8.8        0
 850   601.5    4422      1.6     77     -1.9    220    8.7        0
 855   599.8    4447      1.6     76     -2.1    221    8.6        0
 860   598.1    4469      1.5     76     -2.3    221    8.5        0
 865   596.6    4489      1.5     75     -2.4    222    8.3        0
 870   595.2    4509      1.4     75     -2.6    223    8.3        0
 875   593.7    4529      1.3     74     -2.7    223    8.2        0
 880   592.0    4551      1.2     75     -2.8    224    8.1        0
 885   590.3    4574      1.0     75     -2.9    224    8.0        0
 890   588.5    4599      0.9     75     -3.0    222    7.8        0
 895   586.6    4625      0.7     76     -3.0    219    7.6        0
 900   584.6    4653      0.6     77     -3.0    217    7.4        0
 905   583.1    4674      0.4     77     -3.1    214    7.2        0
 910   581.5    4696      0.3     76     -3.3    213    7.1        0
 915   580.0    4717      0.3     75     -3.5    213    7.0        0
 920   578.5    4737      0.2     75     -3.8    212    6.9        0
 925   577.0    4757      0.1     74     -4.0    212    6.8        0
 930   575.4    4780      0.0     73     -4.2    213    6.7        0
 935   573.8    4803      0.0     72     -4.5    214    6.6        0
 940   572.1    4826     -0.1     71     -4.7    215    6.6        0
 945   570.6    4848     -0.2     70     -4.9    216    6.5        0
 950   569.1    4868     -0.3     71     -4.9    215    6.2        0
 955   567.6    4889     -0.4     72     -4.9    214    5.9        0
 960   566.1    4912     -0.6     72     -4.9    213    5.6        0
 965   564.5    4934     -0.7     73     -4.9    212    5.3        0
 970   562.9    4957     -0.8     74     -4.8    211    5.0        0
 975   561.3    4979     -0.9     75     -4.9    210    4.8        0
 980   559.7    5002     -1.0     75     -4.9    209    4.5        0
 985   558.2    5024     -1.1     76     -4.9    208    4.3        0
 990   556.6    5046     -1.2     75     -5.0    211    4.3        0
 995   555.0    5070     -1.3     75     -5.2    213    4.3        0
1000   553.3    5094     -1.4     75     -5.3    216    4.3        0
1005   551.7    5118     -1.6     74     -5.5    218    4.4        0
1010   550.1    5140     -1.7     74     -5.7    218    4.4        0
1015   548.5    5163     -1.8     74     -5.8    217    4.4        0
1020   546.7    5189     -2.0     75     -5.9    216    4.4        0
1025   544.7    5220     -2.2     76     -5.9    215    4.5        0
1030   542.8    5247     -2.4     76     -6.1    215    4.4        0
1035   541.0    5273     -2.6     76     -6.3    214    4.3        0
1040   539.3    5299     -2.8     75     -6.5    213    4.2        0
1045   537.6    5323     -2.9     75     -6.8    213    4.2        0
1050   535.9    5348     -3.0     74     -7.0    214    4.2        0
1055   534.3    5372     -3.1     72     -7.5    215    4.3        0
1060   532.7    5395     -3.3     70     -8.0    217    4.4        0
1065   531.1    5419     -3.4     67     -8.6    218    4.4        0
1070   529.4    5445     -3.5     65     -9.1    217    4.6        0
1075   527.8    5469     -3.6     63     -9.7    217    4.7        0
1080   526.1    5495     -3.7     61    -10.2    216    4.8        0
1085   524.3    5521     -3.7     59    -10.6    216    4.9        0
1090   522.6    5548     -3.6     57    -10.9    215    5.1        0
1095   520.9    5573     -3.6     56    -11.3    213    5.3        0
1100   519.3    5598     -3.6     54    -11.6    212    5.5        0
1105   517.7    5622     -3.6     53    -12.0    211    5.7        0
1110   516.1    5647     -3.7     52    -12.2    211    5.7        0
1115   514.5    5671     -3.8     51    -12.4    211    5.7        0
1120   512.9    5695     -3.9     51    -12.6    211    5.7        0
1125   511.4    5719     -4.0     50    -13.0    211    5.7        0
1130   509.8    5743     -4.0     49    -13.3    209    5.4        0
1135   508.4    5765     -4.1     48    -13.7    206    5.1        0
1140   507.0    5788     -4.3     46    -14.2    204    4.8        0
1145   505.4    5811     -4.0     45    -14.3    201    4.6     2048
1150   503.8    5837     -4.5     44    -15.0    202    4.4        0
1155   502.1    5865     -4.7     43    -15.4    203    4.3        0
1160   500.6    5888     -4.9     42    -15.8    203    4.1        0
1162   500.0    5897     -4.9     42    -16.0    204    4.1    65536
1165   499.2    5909     -5.0     41    -16.3    204    4.0        0
1170   497.8    5931     -5.2     40    -16.8    206    4.0        0
1175   496.3    5954     -5.3     39    -17.3    207    4.1        0
1180   494.9    5978     -5.5     38    -17.7    208    4.1        0
1185   493.5    6000     -5.6     37    -18.1    209    4.2        0
1190   492.1    6021     -5.7     35    -18.9    213    4.0        0
1195   490.7    6043     -5.8     33    -19.7    217    3.9        0
1200   489.4    6066     -5.8     31    -20.6    221    3.8        0
1205   487.9    6088     -5.9     30    -21.0    225    3.7        0
1210   486.5    6111     -5.9     29    -21.4    232    3.7        0
1215   485.1    6134     -6.0     28    -21.8    240    3.8        0
1220   483.5    6160     -6.2     28    -22.1    247    3.8        0
1225   481.9    6187     -6.4     27    -22.4    254    3.8        0
1230   480.3    6212     -6.6     27    -22.6    259    4.0        0
1235   478.9    6235     -6.8     27    -22.8    263    4.2        0
1240   477.6    6257     -7.0     27    -23.0    267    4.5        0
1245   476.1    6280     -7.2     27    -23.2    271    4.7        0
1250   474.6    6306     -7.4     27    -23.5    269    4.9        0
1253   473.6    6322     -7.1     27    -23.2    268    5.1     4096
1255   473.0    6331     -7.6     27    -23.7    268    5.1        0
1260   471.6    6355     -7.8     27    -23.8    267    5.3        0
1265   470.3    6376     -7.9     27    -23.9    266    5.5        0
1270   469.0    6398     -8.0     29    -23.1    268    6.0        0
1275   467.7    6419     -8.2     33    -21.9    270    6.6        0
1280   466.5    6440     -8.3     36    -20.8    271    7.1        0
1285   465.2    6460     -8.1     40    -19.5    273    7.6     2048
1290   464.0    6481     -8.6     43    -19.1    272    7.8        0
1295   462.8    6501     -8.8     46    -18.5    270    8.0        0
1300   461.6    6521     -9.0     48    -18.1    269    8.2        0
1305   460.4    6541     -9.2     50    -17.9    268    8.4        0
1310   459.2    6562     -9.4     52    -17.6    268    8.6        0
1315   457.9    6583     -9.5     53    -17.3    268    8.8        0
1320   456.7    6604     -9.7     55    -17.1    268    9.0        0
1325   455.4    6625     -9.8     56    -17.0    268    9.3        0
1330   454.2    6646    -10.0     57    -16.9    268    9.7        0
1335   453.0    6668    -10.1     61    -16.3    268   10.1        0
1340   451.7    6688    -10.3     61    -16.4    269   10.5        0
1345   450.5    6710    -10.4     61    -16.6    269   11.0        0
1350   449.3    6730    -10.6     61    -16.7    269   11.0        0
1355   448.1    6750    -10.7     61    -16.8    269   11.0        0
1360   446.9    6770    -10.9     61    -16.9    269   11.0        0
1365   445.8    6791    -11.0     61    -17.1    268   11.0        0
1370   444.6    6811    -11.1     60    -17.4    267   10.8        0
1375   443.4    6832    -11.2     60    -17.6    266   10.7        0
1380   442.1    6854    -11.4     61    -17.5    265   10.5        0
1385   440.9    6875    -11.5     62    -17.5    264   10.3        0
1390   439.7    6896    -11.7     62    -17.5    264   10.4        0
1395   438.6    6915    -11.8     62    -17.7    264   10.4        0
1400   437.5    6935    -11.9     62    -17.8    264   10.5        0
1405   436.3    6956    -11.9     60    -18.2    264   10.5        0
1410   435.1    6977    -12.0     58    -18.7    263   10.7        0
1415   433.9    6998    -12.0     56    -19.2    263   11.0        0
1420   432.7    7018    -12.1     55    -19.5    262   11.2        0
1425   431.5    7040    -12.2     54    -19.7    262   11.5        0
1430   430.4    7060    -12.3     54    -19.9    261   11.7        0
1435   429.3    7080    -12.5     54    -20.0    260   11.9        0
1440   428.2    7099    -12.6     54    -20.2    260   12.1        0
1445   427.0    7120    -12.8     54    -20.2    259   12.3        0
1450   425.9    7140    -12.9     54    -20.3    259   12.5        0
1455   424.8    7160    -13.1     55    -20.4    259   12.7        0
1460   423.6    7182    -13.3     55    -20.5    260   12.9        0
1465   422.5    7202    -13.4     55    -20.5    260   13.1        0
1470   421.3    7224    -13.6     56    -20.6    259   13.0        0
1475   420.1    7245    -13.7     56    -20.6    259   13.0        0
1480   418.9    7267    -13.9     57    -20.7    258   12.9        0
1485   417.6    7289    -14.0     57    -20.8    258   12.8        0
1490   416.4    7312    -14.1     57    -21.0    258   12.8        0
1495   415.2    7334    -14.2     56    -21.2    257   12.7        0
1500   414.0    7356    -14.3     55    -21.4    257   12.6        0
1505   412.8    7378    -14.4     55    -21.7    257   12.6        0
1510   411.6    7400    -14.5     54    -21.9    257   12.2        0
1515   410.3    7423    -14.7     54    -22.0    257   11.9        0
1520   409.0    7450    -14.8     54    -22.2    258   11.6        0
1525   407.7    7473    -15.0     55    -22.3    258   11.3        0
1530   406.3    7498    -15.3     55    -22.4    257   11.2        0
1535   404.9    7525    -15.5     56    -22.5    256   11.1        0
1540   403.5    7552    -15.8     56    -22.7    255   11.0        0
1545   402.0    7579    -16.1     57    -22.8    254   10.8        0
1550   400.5    7607    -16.3     57    -23.0    254   10.7        0
1552   400.0    7616    -16.4     57    -23.0    253   10.6    65536
1555   399.1    7634    -16.6     58    -23.1    253   10.5        0
1560   397.5    7663    -16.9     59    -23.2    252   10.4        0
1565   396.0    7691    -17.2     59    -23.3    251   10.2        0
1570   394.4    7723    -17.4     60    -23.3    251    9.9        0
1575   392.7    7756    -17.6     62    -23.3    251    9.5        0
1580   391.2    7783    -17.8     63    -23.2    250    9.2        0
1585   390.0    7806    -17.9     65    -23.0    250    8.9        0
1590   388.8    7829    -18.0     66    -22.9    249    8.8        0
1595   387.7    7852    -18.2     66    -23.0    248    8.7        0
1600   386.5    7874    -18.3     66    -23.1    247    8.6        0
1605   385.4    7896    -18.4     66    -23.2    246    8.6        0
1610   384.2    7919    -18.6     66    -23.4    247    8.6        0
1615   383.0    7942    -18.7     66    -23.6    248    8.7        0
1620   381.8    7965    -18.9     66    -23.7    249    8.7        0
1625   380.7    7988    -19.1     66    -23.8    249    8.8        0
1630   379.5    8011    -19.2     67    -24.0    250    8.9        0
1631   379.4    8013    -18.8     67    -23.5    250    8.9     4096
1635   378.3    8034    -19.4     67    -24.1    251    9.0        0
1640   377.2    8056    -19.5     66    -24.3    252    9.1        0
1645   376.0    8079    -19.7     66    -24.4    252    9.2        0
1650   375.0    8100    -19.8     66    -24.6    253    9.3        0
1655   373.9    8122    -19.9     65    -24.8    254    9.4        0
1660   372.8    8144    -20.0     65    -25.0    254    9.6        0
1665   371.6    8166    -20.1     64    -25.2    255    9.7        0
1670   370.5    8189    -20.2     64    -25.5    255   10.0        0
1675   369.3    8212    -20.4     63    -25.7    254   10.3        0
1680   368.2    8235    -20.5     62    -26.0    254   10.7        0
1685   367.1    8257    -20.6     62    -26.2    254   11.0        0
1690   366.0    8278    -20.8     62    -26.4    254   11.0        0
1695   364.9    8301    -21.0     61    -26.6    255   11.0        0
1700   363.8    8324    -21.1     61    -26.8    255   11.0        0
1705   362.7    8348    -21.3     60    -27.0    256   11.0        0
1710   361.5    8371    -21.4     60    -27.3    256   10.9        0
1715   360.4    8394    -21.6     60    -27.5    257   10.7        0
1720   359.3    8416    -21.8     59    -27.7    257   10.5        0
1725   358.2    8439    -21.9     59    -27.9    257   10.4        0
1730   357.0    8463    -22.1     59    -28.1    257   10.3        0
1735   355.9    8486    -22.2     59    -28.3    257   10.2        0
1740   354.8    8508    -22.4     58    -28.5    257   10.1        0
1745   353.8    8531    -22.5     58    -28.7    257   10.0        0
1750   352.7    8553    -22.7     58    -28.9    257   10.0        0
1755   351.7    8574    -22.8     58    -29.1    256   10.1        0
1760   350.7    8595    -23.0     57    -29.3    256   10.1        0
1765   349.7    8616    -23.1     57    -29.5    256   10.2        0
1770   348.6    8638    -23.3     57    -29.6    256   10.1        0
1775   347.5    8661    -23.5     57    -29.8    256   10.1        0
1780   346.5    8683    -23.6     57    -30.0    256   10.0        0
1785   345.4    8706    -23.8     56    -30.2    256   10.0        0
1790   344.4    8727    -24.0     56    -30.3    255    9.9        0
1795   343.4    8748    -24.1     56    -30.5    254    9.9        0
1800   342.3    8771    -24.3     56    -30.8    254    9.8        0
1805   341.3    8793    -24.5     56    -31.0    253    9.7        0
1810   340.2    8817    -24.7     56    -31.2    252    9.8        0
1815   339.1    8840    -24.8     55    -31.4    252    9.9        0
1820   338.1    8862    -25.0     55    -31.6    251    9.9        0
1825   337.1    8884    -25.2     55    -31.8    251   10.0        0
1830   336.1    8906    -25.3     54    -32.0    250   10.1        0
1835   335.1    8928    -25.5     54    -32.3    250   10.3        0
1840   334.0    8950    -25.6     53    -32.5    249   10.5        0
1845   333.0    8972    -25.8     52    -32.8    249   10.7        0
1850   332.0    8994    -25.9     52    -33.1    248   10.8        0
1855   331.0    9016    -26.1     51    -33.3    247   10.9        0
1860   330.0    9038    -26.2     51    -33.6    246   11.0        0
1865   329.0    9061    -26.4     50    -33.9    245   11.2        0
1870   327.9    9083    -26.6     50    -34.1    243   11.2        0
1872   327.4    9094    -26.1     50    -33.7    242   11.3     4096
1875   326.9    9106    -26.7     50    -34.3    242   11.3        0
1880   325.9    9128    -26.9     50    -34.4    240   11.4        0
1885   324.9    9150    -27.1     50    -34.5    238   11.5        0
1890   323.9    9173    -27.3     51    -34.6    237   11.6        0
1895   322.9    9195    -27.5     52    -34.6    235   11.7        0
1900   322.0    9216    -27.7     52    -34.7    234   11.8        0
1905   321.0    9238    -27.9     53    -34.7    233   12.0        0
1910   320.0    9260    -28.1     54    -34.7    232   12.0        0
1915   319.0    9282    -28.3     55    -34.7    231   12.0        0
1920   318.0    9305    -28.5     56    -34.8    230   12.0        0
1925   317.0    9327    -28.7     57    -34.8    230   12.0        0
1930   316.1    9349    -28.9     58    -34.8    229   12.1        0
1935   315.1    9370    -29.1     59    -34.8    228   12.2        0
1940   314.2    9390    -29.2     60    -34.8    227   12.2        0
1945   313.3    9411    -29.4     61    -34.7    226   12.3        0
1950   312.4    9432    -29.6     62    -34.6    226   12.3        0
1955   311.4    9455    -29.8     64    -34.6    225   12.3        0
1960   310.4    9477    -30.0     65    -34.5    225   12.3        0
1965   309.4    9502    -30.2     67    -34.5    225   12.3        0
1970   308.2    9527    -30.4     68    -34.5    224   12.3        0
1975   307.0    9557    -30.6     69    -34.6    224   12.3        0
1980   305.7    9588    -30.8     70    -34.7    223   12.3        0
1985   304.6    9612    -31.0     70    -34.7    222   12.3        0
1990   303.7    9634    -31.1     71    -34.8    221   12.1        0
1995   302.7    9657    -31.3     72    -34.9    220   11.8        0
2000   301.8    9679    -31.5     71    -35.0    219   11.5        0
2005   300.8    9702    -31.6     71    -35.2    217   11.2        0
2009   300.0    9721    -31.7     71    -35.3    216   11.5    65536
2010   299.8    9727    -31.8     71    -35.3    216   11.5        0
2015   298.7    9752    -31.9     72    -35.4    215   11.8        0
2020   297.8    9772    -32.0     72    -35.5    214   12.1        0
2025   296.9    9795    -32.1     72    -35.5    213   12.5        0
2030   295.9    9818    -32.2     72    -35.6    215   12.5        0
2034   295.2    9835    -31.7     72    -35.1    216   12.6     4096
2035   294.9    9841    -32.4     72    -35.8    216   12.6        0
2040   294.0    9864    -32.5     72    -36.1    218   12.7        0
2045   293.0    9888    -32.7     71    -36.3    219   12.8        0
2050   292.1    9910    -32.9     70    -36.6    220   12.8        0
2055   291.1    9933    -33.1     70    -36.9    221   12.8        0
2060   290.2    9956    -33.3     69    -37.2    222   12.8        0
2065   289.2    9980    -33.5     69    -37.4    223   12.8        0
2070   288.3   10002    -33.7     69    -37.6    223   12.9        0
2075   287.4   10023    -33.9     69    -37.8    224   13.0        0
2080   286.6   10043    -34.1     69    -38.0    224   13.0        0
2085   285.8   10064    -34.3     68    -38.3    225   13.1        0
2090   284.9   10085    -34.5     68    -38.5    224   13.2        0
2095   284.1   10106    -34.7     68    -38.6    224   13.4        0
2100   283.3   10125    -34.8     68    -38.8    224   13.5        0
2105   282.4   10147    -35.0     68    -39.0    223   13.6        0
2110   281.5   10168    -35.1     68    -39.1    222   13.7        0
2115   280.6   10191    -35.3     68    -39.2    221   13.8        0
2120   279.7   10215    -35.4     69    -39.3    220   13.9        0
2125   278.7   10238    -35.6     69    -39.4    220   14.1        0
2130   277.8   10260    -35.7     68    -39.6    218   13.8        0
2135   277.0   10282    -35.9     67    -40.0    217   13.6        0
2140   276.0   10305    -36.1     66    -40.3    216   13.4        0
2145   275.1   10329    -36.3     65    -40.7    214   13.2        0
2150   274.1   10355    -36.5     64    -41.0    213   13.2        0
2155   273.1   10380    -36.7     63    -41.3    212   13.3        0
2160   272.1   10406    -36.9     63    -41.5    211   13.3        0
2165   271.1   10430    -37.0     63    -41.6    210   13.4        0
2170   270.1   10455    -37.2     63    -41.9    208   13.3        0
2175   269.2   10480    -37.4     62    -42.2    207   13.3        0
2180   268.3   10503    -37.5     61    -42.5    206   13.2        0
2185   267.5   10524    -37.7     60    -42.8    205   13.2        0
2190   266.7   10545    -37.9     59    -43.1    204   13.1        0
2195   265.9   10565    -38.0     59    -43.4    204   13.1        0
2200   265.1   10587    -38.2     58    -43.7    204   13.0        0
2205   264.2   10608    -37.7     56    -43.4    204   12.9     2048
2210   263.3   10632    -38.6     56    -44.4    204   12.9        0
2215   262.4   10656    -38.8     55    -44.7    204   12.8        0
2220   261.6   10678    -39.0     55    -44.9    205   12.7        0
2225   260.7   10700    -39.3     55    -45.2    205   12.7        0
2230   259.8   10723    -39.5     54    -45.4    206   12.6        0
2235   259.0   10746    -39.7     54    -45.7    206   12.6        0
2240   258.1   10769    -39.9     54    -46.0    206   12.5        0
2245   257.2   10794    -40.2     53    -46.3    207   12.5        0
2250   256.2   10820    -40.4     53    -46.6    207   12.5        0
