Table  Time-based BUFR (0309052) at End
                  BUFR Data                     
TIME    PRES.   HGT/MSL  TEMP.   RH     DEWP   W.D    W.S     8042      
Sec      mb      Meter     °C      %      °C    Deg.  Knots   Code Table
------------------------------------------------------------------------
4715    37.9   22513    -63.9      4    -86.7    083   14.5        0
4720    37.7   22544    -63.9      4    -86.7    084   14.7        0
4725    37.5   22574    -63.9      4    -86.8    085   14.9        0
4730    37.3   22604    -63.9      4    -86.8    086   14.4        0
4735    37.1   22634    -63.9      4    -86.9    087   14.0        0
4740    37.0   22664    -63.9      4    -86.9    089   13.5        0
4745    36.8   22694    -63.9      4    -86.9    090   13.1        0
4750    36.6   22724    -63.9      4    -86.9    088   12.7        0
4755    36.4   22754    -63.8      4    -86.9    086   12.2        0
4760    36.3   22782    -63.8      4    -87.0    085   11.8        0
4765    36.1   22812    -63.7      4    -87.0    083   11.4        0
4770    35.9   22842    -63.7      4    -87.0    081   11.7        0
4775    35.7   22872    -63.6      4    -87.1    080   12.0        0
4780    35.6   22902    -63.4      4    -87.0    079   12.3        0
4785    35.4   22932    -63.2      4    -87.0    077   12.7        0
4790    35.2   22964    -63.1      4    -87.0    078   12.6        0
4795    35.0   22996    -62.8      4    -86.9    079   12.6        0
4800    34.8   23027    -62.5      3    -86.8    080   12.5        0
4805    34.7   23058    -62.2      3    -86.7    081   12.5        0
4810    34.5   23088    -61.9      3    -86.6    081   13.2        0
4815    34.3   23117    -61.5      3    -86.5    080   13.9        0
4820    34.2   23148    -61.2      3    -86.3    080   14.5        0
4825    34.0   23178    -60.8      3    -86.2    080   15.2        0
4830    33.9   23207    -60.5      3    -86.1    081   15.7        0
4835    33.7   23238    -60.2      3    -86.0    082   16.2        0
4840    33.5   23268    -59.9      3    -86.0    082   16.7        0
4845    33.4   23299    -59.6      3    -85.9    083   17.3        0
4850    33.2   23330    -59.4      3    -85.8    082   17.5        0
4855    33.0   23363    -59.1      3    -85.7    082   17.8        0
4860    32.9   23395    -58.9      3    -85.6    081   18.1        0
4865    32.7   23426    -58.7      3    -85.4    081   18.3        0
4870    32.5   23456    -58.5      3    -85.2    082   18.8        0
4875    32.4   23484    -58.4      3    -85.0    084   19.2        0
4880    32.2   23514    -58.3      3    -84.8    085   19.7        0
4885    32.1   23544    -58.1      3    -84.6    086   20.1        0
4890    31.9   23575    -58.0      3    -84.5    086   19.8        0
4895    31.8   23604    -57.9      3    -84.4    086   19.5        0
4900    31.6   23632    -57.8      3    -84.4    086   19.3        0
4905    31.5   23661    -57.6      3    -84.2    086   19.0        0
4910    31.4   23689    -57.5      3    -84.1    085   18.6        0
4915    31.2   23717    -57.3      3    -84.0    084   18.2        0
4920    31.1   23744    -57.1      3    -83.8    082   17.9        0
4925    31.0   23771    -56.9      3    -83.6    081   17.5        0
4930    30.8   23797    -56.8      3    -83.5    081   17.3        0
4935    30.7   23825    -56.6      3    -83.4    080   17.2        0
4940    30.6   23852    -56.4      3    -83.4    080   17.0        0
4945    30.4   23879    -56.3      3    -83.3    080   16.9        0
4950    30.3   23905    -56.1      3    -83.2    078   17.3        0
4955    30.2   23931    -55.9      3    -83.0    076   17.7        0
4960    30.1   23958    -55.8      3    -82.8    075   18.1        0
4963    30.0   23973    -54.0      3    -81.4    074   18.4    65536
4965    29.9   23985    -55.7      3    -82.6    073   18.6        0
4970    29.8   24014    -55.5      3    -82.4    073   18.9        0
4975    29.7   24042    -55.4      3    -82.3    073   19.2        0
4980    29.6   24069    -55.3      3    -82.1    073   19.5        0
4985    29.4   24095    -55.2      3    -82.1    072   19.8        0
4990    29.3   24125    -55.2      3    -82.0    072   19.5        0
4995    29.2   24153    -55.1      3    -81.9    072   19.2        0
5000    29.0   24181    -55.0      3    -81.9    072   18.9        0
5005    28.9   24210    -54.9      3    -81.8    072   18.6        0
5010    28.8   24240    -54.8      3    -81.7    072   18.5        0
5015    28.6   24271    -54.7      3    -81.6    073   18.3        0
5020    28.5   24302    -54.6      3    -81.5    073   18.1        0
5025    28.4   24333    -54.4      3    -81.5    073   17.9        0
5030    28.2   24363    -54.3      3    -81.5    074   18.0        0
5035    28.1   24394    -54.2      3    -81.4    075   18.0        0
5040    28.0   24425    -54.1      3    -81.4    076   18.1        0
5045    27.8   24456    -54.0      3    -81.3    077   18.2        0
5050    27.7   24487    -53.9      3    -81.3    079   18.9        0
5055    27.6   24519    -53.9      3    -81.2    080   19.5        0
5060    27.4   24552    -53.8      3    -81.2    082   20.3        0
5065    27.3   24585    -53.8      3    -81.2    083   21.0        0
5070    27.1   24618    -53.9      3    -81.2    085   20.9        0
5075    27.0   24651    -53.9      3    -81.1    088   20.9        0
5080    26.9   24683    -54.0      3    -81.1    090   21.0        0
5085    26.7   24716    -54.1      3    -81.0    092   21.0        0
5090    26.6   24750    -54.3      3    -81.0    094   20.8        0
5095    26.5   24784    -54.5      3    -81.1    096   20.7        0
5100    26.3   24817    -54.7      3    -81.2    098   20.6        0
5105    26.2   24850    -54.9      3    -81.3    101   20.5        0
5110    26.1   24882    -55.1      3    -81.4    102   20.5        0
5115    25.9   24913    -55.2      3    -81.4    104   20.6        0
5120    25.8   24944    -55.3      3    -81.3    105   20.6        0
5125    25.7   24976    -55.5      4    -81.3    107   20.7        0
5130    25.5   25007    -55.5      3    -81.4    109   20.6        0
5135    25.4   25040    -55.6      3    -81.5    111   20.5        0
5140    25.3   25072    -55.7      3    -81.7    113   20.4        0
5145    25.2   25102    -55.7      3    -81.8    116   20.4        0
5150    25.1   25131    -55.7      3    -81.9    114   20.3        0
5155    24.9   25160    -55.8      3    -81.9    111   20.2        0
5160    24.8   25190    -55.8      3    -82.0    109   20.2        0
5165    24.7   25220    -55.8      3    -82.0    107   20.2        0
5170    24.6   25251    -55.8      3    -82.0    105   20.3        0
5175    24.5   25283    -55.9      3    -82.0    103   20.4        0
5180    24.4   25315    -55.9      3    -82.0    101   20.6        0
5185    24.2   25345    -55.9      3    -82.1    098   20.7        0
5190    24.1   25373    -56.0      3    -82.1    099   20.6        0
5195    24.0   25403    -56.0      3    -82.1    099   20.4        0
5200    23.9   25433    -56.1      3    -82.0    099   20.3        0
5205    23.8   25464    -56.2      3    -82.0    099   20.1        0
5210    23.7   25496    -56.2      3    -81.9    098   20.1        0
5215    23.6   25527    -56.2      3    -81.9    097   20.0        0
5220    23.4   25557    -56.1      3    -81.8    097   20.0        0
5225    23.3   25586    -56.1      3    -81.8    096   20.0        0
5230    23.2   25615    -56.0      3    -81.8    095   20.2        0
5235    23.1   25645    -56.0      3    -81.8    095   20.4        0
5240    23.0   25675    -55.9      3    -81.9    094   20.6        0
5245    22.9   25705    -55.8      3    -82.0    093   20.9        0
5250    22.8   25733    -55.7      3    -81.9    094   21.3        0
5255    22.7   25762    -55.6      3    -81.9    095   21.7        0
5260    22.6   25792    -55.5      3    -81.8    096   22.1        0
5265    22.5   25822    -55.3      3    -81.7    096   22.5        0
5270    22.4   25851    -55.2      3    -81.6    098   22.5        0
5275    22.3   25881    -55.1      3    -81.5    099   22.4        0
5280    22.2   25911    -55.0      3    -81.4    101   22.4        0
5285    22.1   25941    -54.9      3    -81.4    102   22.4        0
5290    22.0   25970    -54.9      3    -81.3    101   22.8        0
5295    21.9   26000    -54.9      3    -81.2    101   23.2        0
5300    21.8   26031    -54.9      3    -81.2    100   23.5        0
5305    21.7   26061    -54.9      3    -81.2    099   23.9        0
5310    21.6   26091    -54.9      3    -81.2    099   24.0        0
5315    21.5   26121    -54.9      3    -81.2    099   24.1        0
5320    21.4   26152    -54.9      3    -81.1    099   24.2        0
5325    21.3   26183    -54.9      3    -81.1    098   24.3        0
5330    21.2   26214    -54.9      3    -81.0    098   24.3        0
5335    21.1   26244    -54.9      3    -81.0    098   24.3        0
5340    21.0   26275    -54.8      3    -81.0    098   24.3        0
5345    20.9   26305    -54.8      3    -81.0    097   24.3        0
5350    20.8   26335    -54.7      3    -80.9    098   23.9        0
5355    20.7   26366    -54.6      3    -80.9    098   23.5        0
5360    20.6   26397    -54.5      3    -80.8    099   23.0        0
5365    20.5   26428    -54.4      3    -80.6    100   22.6        0
5370    20.4   26458    -54.2      3    -80.5    100   22.1        0
5375    20.3   26488    -54.0      3    -80.4    100   21.6        0
5380    20.2   26519    -53.9      3    -80.3    100   21.1        0
5385    20.1   26548    -53.6      3    -80.2    101   20.6        0
5390    20.0   26579    -52.1      3    -79.1    100   19.9    65536
5395    19.9   26608    -53.2      3    -80.0    099   19.3        0
5400    19.8   26639    -53.0      3    -79.9    098   18.6        0
5405    19.7   26670    -52.8      3    -79.8    098   18.0        0
5410    19.6   26702    -52.6      3    -79.6    096   18.1        0
5415    19.5   26733    -52.3      3    -79.4    094   18.2        0
5420    19.4   26764    -52.1      3    -79.2    092   18.4        0
5425    19.3   26796    -51.8      3    -79.0    090   18.5        0
5430    19.3   26826    -51.6      3    -78.9    089   18.7        0
5435    19.2   26857    -51.4      3    -78.8    088   18.8        0
5440    19.1   26888    -51.1      3    -78.6    087   19.0        0
5445    19.0   26918    -50.9      3    -78.4    085   19.1        0
5450    18.9   26949    -50.8      3    -78.4    085   19.2        0
5455    18.8   26980    -50.6      3    -78.3    084   19.3        0
5460    18.7   27011    -50.5      3    -78.3    083   19.4        0
5465    18.6   27042    -50.4      3    -78.2    082   19.5        0
5470    18.5   27074    -50.2      3    -78.1    080   19.8        0
5475    18.5   27104    -50.1      3    -78.0    079   20.1        0
5480    18.4   27136    -50.0      3    -77.9    077   20.5        0
5485    18.3   27168    -49.9      3    -77.7    075   20.9        0
5490    18.2   27200    -49.8      3    -77.6    074   21.1        0
5495    18.1   27232    -49.8      3    -77.4    074   21.4        0
5500    18.0   27263    -49.7      3    -77.3    073   21.7        0
5505    17.9   27295    -49.7      3    -77.3    073   22.0        0
5510    17.8   27325    -49.6      3    -77.2    074   21.6        0
5515    17.8   27357    -49.6      3    -77.1    074   21.2        0
5520    17.7   27389    -49.6      3    -77.1    075   20.8        0
5525    17.6   27421    -49.5      3    -77.1    076   20.5        0
5530    17.5   27451    -49.4      3    -77.0    076   20.1        0
5535    17.4   27484    -49.3      3    -76.9    076   19.6        0
5540    17.3   27515    -49.1      3    -76.8    076   19.2        0
5545    17.3   27546    -49.0      3    -76.7    076   18.8        0
5550    17.2   27578    -48.8      3    -76.7    076   19.0        0
5555    17.1   27611    -48.6      3    -76.6    075   19.3        0
5560    17.0   27643    -48.5      3    -76.5    075   19.5        0
5565    16.9   27677    -48.3      3    -76.5    075   19.7        0
5570    16.8   27710    -48.2      3    -76.4    075   19.8        0
5575    16.8   27743    -48.0      3    -76.3    075   19.8        0
5580    16.7   27775    -47.8      3    -76.2    075   19.9        0
5585    16.6   27808    -47.6      3    -76.1    075   19.9        0
5590    16.5   27844    -47.5      3    -76.0    077   20.3        0
5595    16.4   27878    -47.3      3    -75.9    078   20.7        0
5600    16.3   27913    -47.1      3    -75.8    080   21.1        0
5605    16.2   27947    -47.0      3    -75.7    081   21.5        0
5610    16.2   27982    -46.9      3    -75.5    082   21.8        0
5615    16.1   28016    -46.8      3    -75.4    083   22.2        0
5620    16.0   28048    -46.7      3    -75.2    084   22.5        0
5625    15.9   28081    -46.6      3    -75.1    085   22.9        0
5630    15.8   28115    -46.5      3    -75.0    086   22.8        0
5635    15.8   28147    -46.5      3    -74.9    087   22.7        0
5640    15.7   28178    -46.4      3    -74.8    087   22.6        0
5645    15.6   28211    -46.3      3    -74.7    088   22.5        0
5650    15.5   28246    -46.2      3    -74.6    088   22.1        0
5655    15.5   28279    -46.2      3    -74.5    089   21.7        0
5660    15.4   28312    -46.1      3    -74.3    089   21.3        0
5665    15.3   28344    -46.0      3    -74.3    089   20.8        0
5670    15.2   28375    -45.9      3    -74.2    089   20.5        0
5675    15.2   28406    -45.8      3    -74.2    089   20.2        0
5680    15.1   28437    -45.8      3    -74.1    088   19.9        0
5685    15.0   28468    -45.7      3    -74.1    088   19.6        0
5690    15.0   28500    -45.6      3    -74.0    086   19.4        0
5695    14.9   28533    -45.5      3    -73.9    084   19.2        0
5700    14.8   28564    -45.5      3    -73.9    083   19.1        0
5705    14.7   28595    -45.5      3    -73.8    081   19.0        0
5710    14.7   28625    -45.4      3    -73.7    079   18.6        0
5715    14.6   28655    -45.4      3    -73.7    077   18.2        0
5720    14.5   28686    -45.4      3    -73.6    074   17.9        0
5725    14.5   28717    -45.4      3    -73.6    072   17.6        0
5730    14.4   28748    -45.5      3    -73.6    073   17.7        0
5735    14.3   28779    -45.5      4    -73.5    074   17.8        0
5740    14.3   28809    -45.5      4    -73.5    074   17.9        0
5745    14.2   28838    -45.5      4    -73.5    075   18.0        0
5750    14.2   28868    -45.5      4    -73.5    077   18.2        0
5755    14.1   28898    -45.5      4    -73.5    080   18.4        0
5760    14.0   28928    -45.5      4    -73.5    082   18.7        0
5765    14.0   28959    -45.6      4    -73.5    084   19.0        0
5770    13.9   28990    -45.6      4    -73.5    086   19.1        0
5775    13.8   29021    -45.5      4    -73.4    088   19.3        0
5780    13.8   29051    -45.5      4    -73.4    090   19.4        0
5785    13.7   29081    -45.5      4    -73.4    092   19.6        0
5790    13.7   29111    -45.5      4    -73.4    092   19.1        0
5795    13.6   29142    -45.4      4    -73.3    092   18.7        0
5800    13.5   29172    -45.3      4    -73.3    092   18.2        0
5805    13.5   29204    -45.2      4    -73.3    092   17.7        0
5810    13.4   29235    -45.1      4    -73.3    092   17.4        0
5815    13.3   29265    -45.0      3    -73.2    091   17.1        0
5820    13.3   29295    -44.9      3    -73.2    091   16.9        0
5825    13.2   29324    -44.7      3    -73.2    090   16.6        0
5830    13.2   29355    -44.6      3    -73.2    091   16.2        0
5835    13.1   29387    -44.5      3    -73.1    092   15.8        0
5840    13.0   29419    -44.4      3    -73.1    093   15.5        0
5845    13.0   29451    -44.4      3    -73.1    093   15.1        0
5850    12.9   29482    -44.3      3    -73.1    091   14.9        0
5855    12.9   29513    -44.3      3    -73.0    088   14.7        0
5860    12.8   29545    -44.2      3    -73.0    086   14.6        0
5865    12.7   29579    -44.2      3    -72.9    083   14.5        0
5870    12.7   29611    -44.2      3    -72.9    084   14.4        0
5875    12.6   29642    -44.3      3    -72.8    084   14.3        0
5880    12.6   29673    -44.3      3    -72.7    084   14.2        0
5885    12.5   29707    -44.4      4    -72.7    085   14.1        0
5890    12.4   29740    -44.5      4    -72.7    085   14.1        0
5895    12.4   29771    -44.6      4    -72.7    086   14.1        0
5900    12.3   29803    -44.8      4    -72.7    086   14.2        0
5905    12.3   29835    -44.9      4    -72.8    086   14.2        0
5910    12.2   29869    -45.1      4    -72.7    085   14.5        0
5915    12.1   29902    -45.2      4    -72.7    084   14.8        0
5920    12.1   29934    -45.4      4    -72.8    082   15.2        0
5925    12.0   29966    -45.5      4    -72.9    081   15.5        0
5930    12.0   29997    -45.7      4    -72.9    082   15.7        0
5935    11.9   30028    -45.8      4    -72.9    082   15.9        0
5940    11.9   30061    -46.0      4    -73.0    083   16.1        0
5945    11.8   30093    -46.1      4    -73.0    083   16.3        0
5950    11.7   30127    -46.2      4    -73.1    085   16.3        0
5955    11.7   30161    -46.3      4    -73.2    087   16.3        0
5960    11.6   30194    -46.3      4    -73.2    089   16.4        0
5965    11.6   30227    -46.4      4    -73.3    091   16.5        0
5970    11.5   30259    -46.4      4    -73.4    094   16.3        0
5975    11.5   30289    -46.4      4    -73.4    096   16.1        0
5980    11.4   30318    -46.4      4    -73.4    099   16.0        0
5985    11.4   30349    -46.3      4    -73.3    102   15.9        0
5990    11.3   30382    -46.3      4    -73.3    103   15.6        0
5995    11.3   30414    -46.2      4    -73.3    105   15.3        0
6000    11.2   30443    -45.9      4    -73.1    106   15.0        0
6005    11.1   30474    -45.6      4    -72.9    108   14.7        0
6010    11.1   30505    -45.3      4    -72.8    109   14.4        0
6015    11.0   30536    -45.2      4    -72.8    110   14.0        0
6020    11.0   30567    -45.1      4    -72.7    111   13.7        0
6025    10.9   30596    -45.0      4    -72.7    113   13.4        0
6030    10.9   30627    -45.0      4    -72.7    115   13.1        0
6035    10.8   30658    -44.9      4    -72.7    117   12.8        0
6040    10.8   30687    -44.8      4    -72.8    120   12.5        0
6045    10.8   30716    -44.7      4    -72.8    122   12.2        0
6050    10.7   30745    -44.6      4    -72.9    121   12.2        0
6055    10.7   30772    -44.6      4    -72.9    120   12.1        0
6060    10.6   30802    -44.6      4    -72.7    118   12.1        0
6065    10.6   30832    -44.5      4    -72.5    117   12.1        0
6070    10.5   30861    -44.5      4    -72.4    116   12.2        0
6075    10.5   30890    -44.5      4    -72.4    116   12.4        0
6080    10.4   30919    -44.5      4    -72.4    115   12.5        0
6085    10.4   30946    -44.5      4    -72.3    114   12.6        0
6090    10.4   30975    -44.5      4    -72.3    116   12.6        0
6095    10.3   31003    -44.7      4    -72.5    118   12.7        0
6100    10.3   31031    -45.0      4    -72.6    120   12.7        0
6105    10.2   31059    -45.0      4    -72.5    122   12.7        0
6110    10.2   31088    -45.0      4    -72.5    124   12.9        0
6115    10.1   31119    -44.9      4    -72.5    125   13.1        0
6120    10.1   31149    -44.9      4    -72.5    126   13.4        0
6125    10.0   31179    -44.8      4    -72.4    127   13.6        0
6130    10.0   31207    -43.3      4    -71.2    128   13.6    65536
6135    10.0   31240    -44.7      4    -72.3    129   13.7        0
6140     9.9   31271    -44.7      4    -72.3    131   13.8        0
6145     9.9   31303    -44.6      4    -72.3    132   13.9        0
6150     9.8   31333    -44.6      4    -72.3    131   13.5        0
6155     9.8   31362    -44.5      4    -72.3    130   13.0        0
6160     9.7   31393    -44.4      4    -72.2    130   12.6        0
6165     9.7   31425    -44.3      4    -72.1    129   12.2        0
6170     9.6   31457    -44.2      4    -72.0    128   12.1        0
6175     9.6   31487    -44.2      4    -71.9    127   12.0        0
6180     9.5   31521    -44.1      4    -71.8    126   11.9        0
6185     9.5   31554    -44.0      4    -71.8    125   11.8        0
6190     9.5   31586    -43.9      4    -71.7    126   11.7        0
6195     9.4   31621    -43.9      4    -71.7    127   11.6        0
6200     9.4   31655    -43.8      4    -71.8    128   11.4        0
6205     9.3   31687    -43.7      4    -71.8    129   11.3        0
6210     9.3   31719    -43.7      4    -71.8    129   10.9        0
6215     9.2   31752    -43.7      4    -71.9    130   10.6        0
6220     9.2   31784    -43.7      4    -72.0    130   10.2        0
6225     9.1   31816    -43.7      4    -72.1    131    9.8        0
6230     9.1   31848    -43.7      3    -72.2    132    9.7        0
6235     9.1   31868    -43.7      3    -72.5    132    9.6        0
