Table  Time-based BUFR (0309052) at 100 hPa
                  BUFR Data                     
TIME    PRES.   HGT/MSL  TEMP.   RH     DEWP   W.D    W.S     8042      
Sec      mb      Meter     °C      %      °C    Deg.  Knots   Code Table
------------------------------------------------------------------------
2815   171.6   13431    -61.7     47    -67.7    226   15.9        0
2820   171.0   13454    -61.9     48    -67.9    225   16.1        0
2825   170.4   13476    -62.1     48    -68.0    225   16.2        0
2830   169.8   13499    -62.3     48    -68.1    225   16.2        0
2835   169.1   13523    -62.6     49    -68.3    224   16.2        0
2840   168.5   13546    -62.8     50    -68.4    224   16.2        0
2845   167.9   13568    -63.0     50    -68.5    224   16.2        0
2850   167.3   13591    -63.2     50    -68.7    223   16.1        0
2855   166.6   13615    -63.4     50    -68.8    223   16.0        0
2860   166.0   13640    -63.6     50    -69.1    222   15.8        0
2865   165.3   13664    -63.8     50    -69.3    222   15.7        0
2870   164.6   13689    -64.0     50    -69.4    221   15.3        0
2875   164.0   13714    -64.1     50    -69.5    220   14.9        0
2880   163.4   13737    -64.3     50    -69.6    219   14.5        0
2885   162.7   13761    -64.4     51    -69.7    218   14.1        0
2890   162.1   13785    -64.5     51    -69.7    217   13.6        0
2895   161.5   13808    -64.7     52    -69.8    216   13.2        0
2900   160.9   13830    -64.8     53    -69.8    215   12.8        0
2905   160.3   13853    -65.0     53    -69.9    214   12.4        0
2910   159.7   13877    -65.2     54    -70.0    214   12.3        0
2915   159.1   13900    -65.4     54    -70.1    213   12.3        0
2920   158.4   13924    -65.6     55    -70.2    213   12.3        0
2925   157.8   13947    -65.8     55    -70.4    213   12.3        0
2930   157.2   13970    -66.0     55    -70.6    213   12.4        0
2935   156.6   13993    -66.2     56    -70.8    213   12.5        0
2940   156.1   14016    -66.5     56    -71.0    213   12.6        0
2945   155.5   14039    -66.7     56    -71.2    213   12.7        0
2950   154.9   14062    -66.9     56    -71.4    213   12.8        0
2955   154.3   14086    -67.1     56    -71.6    214   12.8        0
2960   153.7   14110    -67.4     55    -71.9    214   12.9        0
2965   153.0   14134    -67.6     55    -72.1    214   13.0        0
2970   152.5   14157    -67.8     56    -72.2    215   12.9        0
2975   151.9   14181    -68.0     56    -72.4    216   12.8        0
2980   151.3   14204    -68.1     55    -72.7    217   12.8        0
2985   150.7   14227    -68.3     55    -72.9    218   12.7        0
2990   150.1   14251    -68.5     55    -73.1    218   12.3        0
2991   150.0   14256    -68.5     55    -73.1    218   12.3    65536
2995   149.5   14274    -68.7     55    -73.2    218   11.9        0
3000   149.0   14297    -68.8     56    -73.3    217   11.6        0
3005   148.4   14320    -69.0     56    -73.3    217   11.2        0
3010   147.8   14343    -69.2     57    -73.4    217   10.9        0
3015   147.3   14364    -69.4     58    -73.5    217   10.6        0
3020   146.8   14386    -69.6     57    -73.8    217   10.3        0
3025   146.2   14408    -69.8     57    -74.0    217   10.0        0
3030   145.7   14431    -69.9     56    -74.3    218    9.7        0
3035   145.1   14455    -70.1     55    -74.5    219    9.4        0
3040   144.5   14478    -70.3     55    -74.8    220    9.0        0
3045   144.0   14501    -70.5     55    -75.0    221    8.7        0
3050   143.4   14523    -70.7     55    -75.2    222    8.4        0
3055   142.9   14545    -70.9     55    -75.3    223    8.1        0
3060   142.4   14567    -71.1     55    -75.5    224    7.8        0
3065   141.9   14588    -70.3     55    -74.7    225    7.6     2048
3070   141.4   14609    -71.5     56    -75.8    224    7.7        0
3075   140.8   14633    -71.6     55    -76.0    222    7.8        0
3080   140.3   14656    -71.8     55    -76.2    221    7.9        0
3085   139.7   14679    -72.0     55    -76.3    220    8.1        0
3090   139.2   14701    -72.1     55    -76.4    217    8.3        0
3095   138.7   14723    -72.2     55    -76.6    214    8.5        0
3100   138.2   14746    -72.4     55    -76.7    212    8.8        0
3105   137.6   14768    -72.5     55    -76.8    210    9.1        0
3110   137.1   14790    -72.6     56    -76.9    207    9.2        0
3115   136.6   14811    -72.8     56    -76.9    205    9.3        0
3120   136.1   14834    -72.9     57    -77.0    203    9.4        0
3125   135.6   14858    -73.1     57    -77.1    200    9.6        0
3130   135.0   14882    -73.3     58    -77.2    199    9.4        0
3135   134.5   14905    -73.4     58    -77.3    198    9.1        0
3140   133.9   14929    -73.6     59    -77.5    196    8.9        0
3145   133.4   14952    -73.8     59    -77.6    195    8.7        0
3150   132.9   14975    -74.0     60    -77.7    193    8.5        0
3155   132.3   14999    -74.2     60    -77.9    191    8.4        0
3160   131.8   15023    -74.4     60    -78.0    189    8.2        0
3165   131.3   15047    -74.6     60    -78.2    187    8.1        0
3170   130.7   15069    -74.8     60    -78.4    186    8.1        0
3175   130.2   15093    -74.9     59    -78.6    184    8.0        0
3180   129.7   15116    -75.0     59    -78.7    182    8.0        0
3185   129.2   15139    -74.3     59    -78.1    181    8.0     2048
3190   128.7   15162    -75.2     59    -79.0    183    8.0        0
3195   128.1   15187    -75.3     58    -79.1    185    8.1        0
3200   127.6   15212    -75.3     57    -79.2    187    8.2        0
3205   127.1   15236    -75.3     57    -79.3    189    8.3        0
3210   126.6   15258    -75.3     58    -79.2    194    8.1        0
3215   126.0   15283    -75.3     58    -79.1    198    8.0        0
3220   125.5   15308    -74.6     58    -78.5    203    7.9     8192
3225   125.0   15332    -75.2     58    -79.1    208    7.7        0
3230   124.4   15357    -75.2     58    -79.0    217    7.8        0
3235   123.9   15381    -75.2     58    -79.0    225    7.9        0
3240   123.4   15405    -75.2     59    -79.0    234    8.0        0
3245   122.9   15431    -74.1     59    -77.9    241    8.2     8192
3250   122.3   15456    -75.3     60    -79.0    244    8.3        0
3255   121.8   15481    -75.4     60    -79.0    247    8.6        0
3260   121.3   15506    -75.5     60    -79.1    250    8.8        0
3265   120.8   15531    -75.6     60    -79.2    252    9.1        0
3270   120.3   15556    -75.8     60    -79.3    254    9.2        0
3275   119.7   15581    -75.9     61    -79.4    255    9.4        0
3280   119.2   15606    -76.1     61    -79.6    256    9.5        0
3285   118.7   15631    -75.2     61    -78.7    256    9.7     2048
3290   118.2   15656    -76.4     61    -79.8    256    9.7        0
3295   117.7   15680    -76.5     61    -80.0    256    9.8        0
3300   117.2   15705    -76.6     61    -80.1    256    9.9        0
3305   116.7   15731    -76.8     61    -80.2    256    9.9        0
3310   116.2   15756    -76.9     62    -80.3    255    9.9        0
3315   115.7   15781    -77.0     62    -80.4    254    9.9        0
3320   115.2   15805    -77.2     62    -80.5    254    9.9        0
3325   114.7   15830    -77.3     63    -80.6    253    9.9        0
3330   114.2   15854    -77.5     63    -80.7    253    9.9        0
3335   113.7   15879    -77.6     63    -80.8    254    9.9        0
3340   113.2   15904    -77.7     63    -80.9    254    9.9        0
3345   112.7   15930    -77.9     64    -81.0    254    9.9        0
3350   112.2   15955    -78.0     65    -81.0    254    9.8        0
3355   111.7   15979    -78.2     65    -81.1    253    9.8        0
3360   111.3   16004    -78.3     66    -81.2    252    9.8        0
3365   110.8   16029    -78.4     66    -81.3    252    9.7        0
3370   110.3   16053    -78.6     66    -81.4    250    9.6        0
3375   109.8   16078    -78.7     66    -81.6    249    9.5        0
3380   109.4   16102    -78.8     66    -81.7    247    9.4        0
3385   108.9   16127    -78.9     66    -81.8    245    9.3        0
3390   108.4   16153    -79.1     67    -81.8    243    9.3        0
3395   108.0   16176    -79.2     67    -81.9    240    9.4        0
3400   107.5   16200    -79.3     67    -82.1    237    9.4        0
3405   107.1   16223    -79.4     67    -82.1    234    9.6        0
3410   106.6   16247    -79.5     67    -82.2    234    9.6        0
3415   106.2   16270    -79.6     67    -82.3    234    9.7        0
3420   105.8   16293    -79.5     67    -82.3    234    9.8        0
3421   105.7   16296    -78.9     67    -81.6    234    9.8    40960
3425   105.4   16315    -78.9     67    -81.7    233    9.9     2048
3430   104.9   16338    -79.4     67    -82.2    234    9.9        0
3433   104.7   16353    -79.0     66    -81.8    234    9.8     8192
3435   104.5   16360    -79.3     66    -82.1    235    9.8        0
3440   104.1   16383    -79.1     66    -82.0    235    9.8        0
3445   103.7   16407    -79.0     65    -81.9    236    9.7        0
3450   103.3   16430    -78.8     65    -81.8    237    9.7        0
3455   102.8   16454    -78.7     65    -81.6    238    9.6        0
3458   102.5   16470    -77.0     65    -80.0    239    9.6     8192
3460   102.4   16478    -78.5     65    -81.5    239    9.6        0
3465   102.0   16502    -78.4     66    -81.3    240    9.6        0
3470   101.5   16526    -78.2     66    -81.1    242    9.5        0
3475   101.1   16549    -78.2     67    -81.0    245    9.5        0
3480   100.7   16573    -78.1     66    -80.9    247    9.5        0
3485   100.3   16598    -78.0     66    -80.9    249    9.5        0
3488   100.0   16614    -78.0     65    -81.0    250    9.3    75776
